chr2L	10126001	10127877
chr2L	10126001	10137559
chr2L	10418050	10418338
chr2L	10496629	10498155
chr2L	1061234	1062213
chr2L	10619880	10620635
chr2L	10619880	10623266
chr2L	10812287	10813445
chr2L	10984946	10986128
chr2L	11035516	11036269
chr2L	1116441	1117516
chr2L	11236204	11237220
chr2L	11274566	11275011
chr2L	11274872	11275011
chr2L	11366344	11369886
chr2L	11366344	11372722
chr2L	11798665	11799402
chr2L	11802287	11803898
chr2L	11833260	11838773
chr2L	11847983	11848148
chr2L	1191403	1192625
chr2L	12153508	12155658
chr2L	12240868	12241780
chr2L	12240868	12299394
chr2L	12240879	12241780
chr2L	12271591	12272084
chr2L	12271591	12278901
chr2L	12298568	12299394
chr2L	12351704	12352783
chr2L	12351704	12358261
chr2L	12351704	12362649
chr2L	12385562	12389670
chr2L	12389190	12389670
chr2L	12432809	12432943
chr2L	12491689	12495670
chr2L	12506631	12517185
chr2L	12536275	12540900
chr2L	12622	12928
chr2L	12737959	12739188
chr2L	12766232	12766812
chr2L	13186813	13187325
chr2L	13271296	13273048
chr2L	13276247	13276512
chr2L	13609791	13610578
chr2L	13630706	13631184
chr2L	13687483	13688008
chr2L	1386848	1387526
chr2L	1390893	1392821
chr2L	1390893	1397252
chr2L	1394192	1394758
chr2L	1394192	1397252
chr2L	1395903	1397252
chr2L	14195733	14196247
chr2L	14195733	14197867
chr2L	14196927	14197867
chr2L	14278219	14288958
chr2L	14285956	14288958
chr2L	14601687	14602000
chr2L	14610684	14611916
chr2L	147349	149226
chr2L	14916100	14917484
chr2L	14938911	14941644
chr2L	14983950	14992506
chr2L	15737628	15740899
chr2L	1595060	1596421
chr2L	15961019	15961136
chr2L	1600616	1603629
chr2L	1600616	1604336
chr2L	16174416	16175007
chr2L	16239202	16239307
chr2L	16278863	16279169
chr2L	16322960	16323517
chr2L	164159	175447
chr2L	16527390	16528439
chr2L	1652775	1653835
chr2L	16557879	16559944
chr2L	16603824	16622841
chr2L	16603824	16634776
chr2L	16621836	16622841
chr2L	16690902	16692124
chr2L	16749056	16750490
chr2L	16750134	16750490
chr2L	16820112	16820930
chr2L	16895979	16896357
chr2L	1690117	1690755
chr2L	17394430	17402485
chr2L	1741660	1742260
chr2L	1741660	1743779
chr2L	1741660	1746029
chr2L	1743345	1743779
chr2L	1743345	1746029
chr2L	17441801	17443005
chr2L	1744923	1746029
chr2L	17501459	17502286
chr2L	17657063	17659614
chr2L	17737964	17739713
chr2L	18062362	18063932
chr2L	18064634	18065730
chr2L	18200623	18215846
chr2L	18209769	18211298
chr2L	18209769	18215846
chr2L	18331	20020
chr2L	1851692	1854308
chr2L	18539523	18543715
chr2L	18540629	18543715
chr2L	18779805	18780331
chr2L	1909669	1910149
chr2L	19409404	19410643
chr2L	19600858	19611626
chr2L	19644268	19644635
chr2L	19691018	19702034
chr2L	19714889	19715953
chr2L	19719703	19719999
chr2L	19925383	19926512
chr2L	20069048	20069514
chr2L	20334081	20334730
chr2L	20360013	20360812
chr2L	20420319	20421117
chr2L	20431924	20432729
chr2L	20648189	20648248
chr2L	20760525	20760841
chr2L	20881987	20882464
chr2L	20903016	20903559
chr2L	21028266	21028681
chr2L	21059341	21060037
chr2L	21124135	21125439
chr2L	21175280	21175509
chr2L	21273324	21274429
chr2L	21273324	21275806
chr2L	21275379	21275806
chr2L	21615103	21615676
chr2L	21616182	21616573
chr2L	21616182	21618110
